图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,close-预测置信度,down-预测置信度,forward-预测置信度,left-预测置信度,leftdown-预测置信度,lefttop-预测置信度,right-预测置信度,rightdown-预测置信度,righttop-预测置信度,top-预测置信度
E:\10\final\val\close\clozo538.jpg,0,close,0,close,7,rightdown,1,down,True,0.99976224,6.677416e-05,2.3201002e-08,8.500026e-10,5.8209615e-08,3.585272e-09,5.324193e-07,0.00016977712,6.0962765e-07,5.334386e-08
E:\10\final\val\close\clozo539.jpg,0,close,0,close,7,rightdown,1,down,True,0.9995696,0.00012386029,1.1514254e-07,6.7407067e-09,2.133329e-07,6.66209e-08,1.7078135e-06,0.00029955342,4.2442516e-06,5.89072e-07
E:\10\final\val\close\clozo540.jpg,0,close,0,close,7,rightdown,1,down,True,0.99237376,0.0014981744,4.311918e-07,7.256258e-10,9.1084125e-08,2.6283598e-09,7.990522e-06,0.0061138747,5.1617117e-06,4.4572525e-07
E:\10\final\val\close\clozo541.jpg,0,close,0,close,1,down,7,rightdown,True,0.9998784,6.957665e-05,3.426682e-08,1.1053334e-09,9.115797e-08,5.1977906e-08,1.2579129e-07,5.027009e-05,9.805977e-07,5.136272e-07
E:\10\final\val\close\clozo544.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999865,1.1359012e-05,4.036066e-09,3.1721772e-09,2.5748773e-07,1.8194753e-07,5.215462e-09,1.6089715e-06,4.2614413e-08,8.413781e-08
E:\10\final\val\close\clozo545.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999771,6.8183563e-06,5.09316e-09,2.4006894e-10,6.9225696e-09,1.8083668e-08,7.286898e-08,1.449947e-05,1.2464203e-06,2.0095266e-07
E:\10\final\val\close\clozo546.jpg,0,close,0,close,7,rightdown,1,down,True,0.9998938,4.2162486e-05,1.7762583e-08,2.752416e-10,1.6189187e-08,8.011172e-09,1.741644e-07,6.28185e-05,8.855145e-07,1.9712108e-07
E:\10\final\val\close\clozo547.jpg,0,close,0,close,1,down,7,rightdown,True,0.9778165,0.017696861,2.0164476e-05,2.1582566e-07,1.9270035e-05,1.6028091e-06,1.5984411e-05,0.0043866867,1.3852259e-05,2.8848104e-05
E:\10\final\val\close\clozo548.jpg,0,close,0,close,8,righttop,7,rightdown,True,0.99780995,3.897386e-05,7.189538e-07,4.8381694e-09,8.325205e-09,1.4357454e-07,6.903017e-05,0.00082339224,0.0012312409,2.6631962e-05
E:\10\final\val\close\clozo55.jpg,0,close,0,close,1,down,4,leftdown,True,0.99998987,9.972085e-06,4.2894445e-11,5.301851e-11,7.28581e-08,1.1618455e-09,1.04020785e-11,5.6536475e-08,6.343921e-12,1.0038412e-10
E:\10\final\val\close\clozo550.jpg,0,close,0,close,1,down,4,leftdown,True,0.9992976,0.00066592207,1.12894774e-07,9.00407e-08,3.3664033e-05,7.413313e-07,4.641513e-09,1.5782912e-06,2.8352334e-09,1.6459978e-07
E:\10\final\val\close\clozo551.jpg,0,close,0,close,1,down,9,top,True,0.9975677,0.0020880923,4.804299e-05,6.5450254e-06,2.0711666e-05,4.4033368e-05,1.127246e-05,3.818621e-05,1.1748005e-05,0.00016362783
E:\10\final\val\close\clozo552.jpg,0,close,0,close,7,rightdown,1,down,True,0.9976737,0.00042643835,1.4221979e-07,4.4104524e-09,7.359042e-07,3.7442685e-08,1.6892087e-06,0.0018935651,3.320451e-06,3.7771295e-07
E:\10\final\val\close\clozo554.jpg,0,close,0,close,7,rightdown,1,down,True,1.0,1.0320817e-08,1.086324e-12,4.1905117e-12,1.6414241e-10,8.4728763e-10,4.1496553e-11,1.837342e-08,2.0979092e-09,1.9529495e-10
E:\10\final\val\close\clozo555.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999999,1.7177403e-08,9.50526e-13,3.4536078e-12,3.519391e-10,6.469361e-10,6.901916e-11,1.14150794e-07,4.174228e-09,1.3924897e-10
E:\10\final\val\close\clozo557.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999999,6.2231564e-08,5.116793e-12,6.158918e-12,4.4005272e-10,7.871977e-10,1.0183477e-10,6.778081e-08,2.7197473e-09,4.1893486e-10
E:\10\final\val\close\clozo558.jpg,0,close,0,close,7,rightdown,8,righttop,True,1.0,3.5888187e-10,3.8092322e-14,1.7689971e-13,1.6289097e-12,4.1297892e-11,1.4945298e-11,2.1707096e-09,1.9830884e-09,1.8813699e-11
E:\10\final\val\close\clozo559.jpg,0,close,0,close,7,rightdown,1,down,True,0.9976058,0.0005757349,2.2337295e-07,2.2898126e-09,2.1592828e-07,8.221699e-09,3.5271419e-06,0.0018114239,2.593472e-06,2.9490826e-07
E:\10\final\val\close\clozo56.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999993,6.4626335e-07,4.4091e-11,4.174072e-10,1.9930189e-08,3.1319804e-08,6.719046e-12,1.1007183e-09,1.6571411e-11,8.268139e-10
E:\10\final\val\close\clozo560.jpg,0,close,0,close,1,down,7,rightdown,True,0.99926883,0.000535719,1.2352761e-07,7.4243753e-09,1.4527326e-06,2.4129836e-08,3.3732442e-07,0.00019317333,1.8557152e-07,1.2463164e-07
E:\10\final\val\close\clozo561.jpg,0,close,0,close,7,rightdown,1,down,True,0.99995744,4.4312637e-06,2.8784872e-09,1.7354516e-10,5.1565165e-09,8.69121e-09,1.3890016e-07,3.5095378e-05,2.8320817e-06,9.965895e-08
E:\10\final\val\close\clozo562.jpg,0,close,0,close,7,rightdown,1,down,True,0.9815513,0.0035204845,4.2841e-06,9.082885e-09,4.295938e-07,5.04618e-08,5.1517105e-05,0.014811061,5.3613163e-05,7.2214157e-06
E:\10\final\val\close\clozo563.jpg,0,close,0,close,1,down,7,rightdown,True,0.9997845,0.00019785484,1.4625377e-07,9.788081e-09,4.6621497e-07,3.4971575e-07,1.0145668e-07,1.4826212e-05,3.3239505e-07,1.3171302e-06
E:\10\final\val\close\clozo565.jpg,0,close,0,close,1,down,7,rightdown,True,0.99993217,4.8993807e-05,3.0002177e-08,2.9538545e-09,1.0653081e-07,9.476167e-08,1.11059904e-07,1.7629107e-05,5.15182e-07,3.4820914e-07
E:\10\final\val\close\clozo567.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999609,2.0556849e-05,2.0057622e-09,8.650629e-11,1.1257472e-08,1.4980631e-09,2.2244246e-08,1.8379249e-05,6.5089566e-08,1.2277974e-08
E:\10\final\val\close\clozo568.jpg,0,close,0,close,7,rightdown,1,down,True,0.99987924,2.6653312e-05,2.3799327e-08,2.1032285e-09,8.4926526e-08,9.358093e-08,3.0433637e-07,8.88021e-05,4.11496e-06,5.463597e-07
E:\10\final\val\close\clozo569.jpg,0,close,0,close,1,down,4,leftdown,True,0.99915063,0.0007742855,2.4179096e-07,2.046987e-07,6.2355655e-05,3.3685328e-06,1.5732159e-08,8.147261e-06,1.899312e-08,6.7601576e-07
E:\10\final\val\close\clozo57.jpg,0,close,0,close,1,down,5,lefttop,True,1.0,3.2458754e-08,3.4767339e-12,1.12046684e-10,2.0078386e-09,1.1474263e-08,7.365189e-12,8.0103685e-10,6.1364205e-11,2.1183424e-10
E:\10\final\val\close\clozo570.jpg,0,close,0,close,1,down,7,rightdown,True,0.96489,0.029017154,2.0206298e-05,2.6043145e-07,6.502233e-05,1.3908189e-06,9.702487e-06,0.0059718858,6.7489827e-06,1.7665101e-05
E:\10\final\val\close\clozo571.jpg,0,close,0,close,1,down,4,leftdown,True,0.9997886,0.00017496603,4.7978446e-08,9.428295e-08,2.8603474e-05,2.6466112e-06,8.056404e-09,4.8280053e-06,2.5007285e-08,2.8717528e-07
E:\10\final\val\close\clozo572.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999937,2.9001687e-06,6.5224864e-10,9.219956e-11,4.4341615e-09,6.335405e-09,8.106678e-09,3.318686e-06,8.5021e-08,2.0041236e-08
E:\10\final\val\close\clozo575.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999757,9.174143e-06,3.0182562e-08,6.323461e-09,3.644638e-08,1.8307028e-07,4.0225848e-07,1.0062507e-05,3.6698304e-06,7.7087884e-07
E:\10\final\val\close\clozo577.jpg,0,close,0,close,1,down,7,rightdown,True,0.99997234,1.8711975e-05,3.6021714e-08,4.2611777e-08,6.2130437e-07,2.377074e-06,6.674315e-08,4.048679e-06,7.070296e-07,1.0557147e-06
E:\10\final\val\close\clozo579.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999999,5.6620994e-08,1.3309367e-11,3.126367e-11,7.239732e-10,1.5226028e-08,5.3808277e-11,9.43858e-09,3.0148009e-09,3.3466225e-09
E:\10\final\val\close\clozo58.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999975,2.4365409e-06,4.86627e-12,1.3321442e-12,1.958877e-09,5.88855e-11,3.3504861e-12,3.112353e-08,3.3834693e-12,2.1441935e-11
E:\10\final\val\close\clozo580.jpg,0,close,0,close,7,rightdown,8,righttop,True,0.9965654,4.1130636e-05,1.315833e-07,4.8602065e-09,3.832354e-08,2.367087e-08,4.049617e-05,0.0032263552,0.0001257214,7.524083e-07
E:\10\final\val\close\clozo581.jpg,0,close,0,close,7,rightdown,1,down,True,0.99989164,3.462863e-05,8.0662645e-08,4.634202e-09,5.2151087e-08,9.3753776e-08,1.1844746e-06,6.43226e-05,6.931606e-06,1.1311533e-06
E:\10\final\val\close\clozo582.jpg,0,close,0,close,1,down,7,rightdown,True,0.9997522,0.0001831791,3.958886e-07,3.5619745e-08,8.0566105e-07,9.920599e-07,7.309161e-07,5.352237e-05,3.636901e-06,4.449302e-06
E:\10\final\val\close\clozo583.jpg,0,close,0,close,1,down,7,rightdown,True,0.99999964,2.877895e-07,2.5075485e-11,1.10982105e-10,9.606725e-09,7.2917308e-09,8.9000925e-11,4.3425157e-08,7.8489315e-10,7.758361e-10
E:\10\final\val\close\clozo584.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999218,3.5309484e-05,4.1053394e-08,1.3851952e-09,3.269212e-08,4.3555566e-08,3.217882e-07,3.9661372e-05,2.117757e-06,6.292735e-07
E:\10\final\val\close\clozo586.jpg,0,close,0,close,1,down,4,leftdown,True,0.9974903,0.002283503,1.3270669e-06,1.1189858e-06,0.00019223349,1.7400394e-05,5.1859203e-08,1.0948785e-05,4.9076085e-08,3.063939e-06
E:\10\final\val\close\clozo588.jpg,0,close,0,close,7,rightdown,1,down,True,0.9987079,0.00020246845,5.2640195e-07,2.8194893e-09,3.006179e-08,2.3688935e-08,1.7754339e-05,0.0010261592,4.235349e-05,2.7820754e-06
E:\10\final\val\close\clozo589.jpg,0,close,0,close,7,rightdown,1,down,True,0.99944025,0.00017008184,6.317478e-07,1.683037e-08,1.7379362e-07,3.6647938e-07,6.4786914e-06,0.00033346555,4.043413e-05,8.152896e-06
E:\10\final\val\close\clozo59.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999905,4.5729743e-07,7.210329e-11,4.7754773e-09,1.3775349e-07,3.8749897e-07,1.5491067e-11,1.4579196e-09,5.876744e-11,1.9402324e-09
E:\10\final\val\close\clozo590.jpg,0,close,0,close,7,rightdown,8,righttop,True,0.9997687,3.0827448e-06,4.6768647e-09,7.335929e-11,6.8396677e-10,2.088948e-09,1.6962886e-06,0.00019867874,2.7734255e-05,1.5372531e-07
E:\10\final\val\close\clozo591.jpg,0,close,0,close,1,down,7,rightdown,True,0.99925655,0.00039759502,1.6315164e-07,5.5124425e-09,5.717478e-07,2.0358094e-08,9.251434e-07,0.00034318274,6.954253e-07,2.3332136e-07
E:\10\final\val\close\clozo593.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999511,2.2180471e-05,4.3301442e-09,4.780714e-10,4.4353367e-08,9.577299e-09,4.1304446e-08,2.6531034e-05,1.2599759e-07,3.2161616e-08
E:\10\final\val\close\clozo594.jpg,0,close,0,close,7,rightdown,1,down,True,0.99987245,2.1190797e-05,1.0831822e-07,9.759578e-09,4.5328147e-08,1.4470271e-07,3.2805194e-06,8.320327e-05,1.8033412e-05,1.6545446e-06
E:\10\final\val\close\clozo595.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999999,2.0789336e-08,2.8417056e-12,1.4738056e-11,6.0850697e-10,2.328556e-09,1.2829612e-10,6.17713e-08,6.423025e-09,4.0742026e-10
E:\10\final\val\close\clozo596.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,4.4251744e-09,3.2844604e-13,4.1598283e-12,1.6704654e-10,8.84434e-10,5.4805206e-12,1.8258336e-09,2.6662259e-10,6.2834994e-11
E:\10\final\val\close\clozo597.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999995,1.7155794e-07,1.07902e-11,8.681555e-12,1.0764516e-09,7.13433e-10,2.6672875e-10,3.0901109e-07,4.6553716e-09,4.8650883e-10
E:\10\final\val\close\clozo598.jpg,0,close,0,close,7,rightdown,1,down,True,0.99999964,1.0468642e-07,6.1780004e-12,1.6441706e-11,2.3236526e-09,6.6886746e-10,2.3180872e-10,2.8849078e-07,2.8287308e-09,1.8344402e-10
E:\10\final\val\close\clozo599.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999993,5.431661e-07,4.833452e-11,1.4356558e-10,1.9621313e-08,7.803405e-09,2.6037753e-10,2.0861587e-07,2.5670834e-09,1.266716e-09
E:\10\final\val\close\clozo6.jpg,0,close,0,close,5,lefttop,1,down,True,1.0,8.969258e-09,5.8181346e-13,2.9158642e-10,5.8859317e-09,3.9389576e-08,3.4387646e-13,3.803169e-11,2.6491706e-12,4.2451615e-11
E:\10\final\val\close\clozo600.jpg,0,close,0,close,1,down,7,rightdown,True,0.99999976,2.0919612e-07,6.9728073e-12,2.2027134e-11,4.057229e-09,1.6502486e-09,1.8205491e-11,1.7463819e-08,1.5494986e-10,2.1321198e-10
E:\10\final\val\close\clozo601.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999006,3.0821186e-05,4.6679922e-08,2.2069253e-09,2.6814615e-08,1.9711235e-08,1.102455e-06,6.449781e-05,2.6643752e-06,3.131192e-07
E:\10\final\val\close\clozo602.jpg,0,close,0,close,1,down,7,rightdown,True,0.9997601,0.00016572974,1.3855143e-07,1.695179e-08,6.9804474e-07,9.803017e-08,5.736907e-07,7.148833e-05,7.007e-07,3.868179e-07
E:\10\final\val\close\clozo604.jpg,0,close,0,close,1,down,7,rightdown,True,0.99997425,1.8962526e-05,4.0013552e-09,1.5856235e-09,1.1246147e-07,2.1500236e-08,2.0714943e-08,6.5682957e-06,4.516584e-08,2.120283e-08
E:\10\final\val\close\clozo605.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999138,7.1294104e-05,1.5356285e-07,1.9041009e-08,2.4927255e-07,5.036496e-07,2.6968524e-07,1.080834e-05,1.0075398e-06,1.8340381e-06
E:\10\final\val\close\clozo606.jpg,0,close,0,close,1,down,7,rightdown,True,0.99999285,3.6462652e-06,5.7282534e-09,1.9346513e-09,1.8166995e-08,9.091054e-08,5.564261e-08,2.358761e-06,6.943407e-07,2.1363276e-07
E:\10\final\val\close\clozo607.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999198,4.901913e-05,5.5172293e-08,3.0360088e-08,8.3242367e-07,7.1403736e-07,2.2218029e-07,2.7703894e-05,1.1125894e-06,6.186035e-07
E:\10\final\val\close\clozo608.jpg,0,close,0,close,7,rightdown,1,down,True,0.9996344,0.00012325437,4.3310283e-07,3.558913e-08,3.3394613e-07,7.6412243e-07,4.2560346e-06,0.00020397516,2.6941354e-05,5.5893324e-06
E:\10\final\val\close\clozo610.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999218,1.7567071e-06,4.823392e-10,5.448619e-11,3.2209582e-09,1.7901431e-09,7.670925e-08,7.516443e-05,1.1548752e-06,1.1699503e-08
E:\10\final\val\close\clozo611.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999889,5.4483285e-06,4.1654253e-09,1.0255784e-09,1.6979326e-08,1.9376284e-08,6.110119e-08,5.2061696e-06,2.8139908e-07,5.6970926e-08
E:\10\final\val\close\clozo613.jpg,0,close,0,close,1,down,7,rightdown,True,0.9998241,0.00013848284,2.904023e-07,8.166899e-08,1.7432716e-06,2.5533882e-06,3.9799386e-07,2.6243872e-05,2.2424003e-06,3.7774655e-06
E:\10\final\val\close\clozo614.jpg,0,close,0,close,7,rightdown,1,down,True,0.99985886,2.8002034e-05,8.4034015e-09,1.5926691e-09,1.12519295e-07,3.959135e-09,3.1927001e-07,0.00011243001,2.775991e-07,1.5623568e-08
E:\10\final\val\close\clozo615.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999232,5.7953515e-05,7.224219e-08,4.737684e-09,9.07502e-08,5.660424e-08,2.854271e-07,1.726071e-05,5.816874e-07,4.5448553e-07
E:\10\final\val\close\clozo616.jpg,0,close,0,close,1,down,7,rightdown,True,0.99993527,5.1743882e-05,6.779375e-08,2.5722187e-08,3.9581877e-07,1.4409787e-07,2.9143789e-07,1.14446e-05,3.7418727e-07,2.5314503e-07
E:\10\final\val\close\clozo617.jpg,0,close,0,close,7,rightdown,1,down,True,0.99996233,1.729218e-05,1.27211495e-08,1.524486e-09,3.4416818e-08,1.58475e-08,1.8557887e-07,1.9501933e-05,4.5718426e-07,8.7616286e-08
E:\10\final\val\close\clozo618.jpg,0,close,0,close,1,down,7,rightdown,True,0.99998045,1.2711565e-05,3.9334807e-09,8.3102125e-10,3.3617212e-08,7.846135e-09,3.526442e-08,6.8282375e-06,5.826142e-08,2.044392e-08
E:\10\final\val\close\clozo62.jpg,0,close,0,close,1,down,5,lefttop,True,0.999998,1.996252e-06,2.0190859e-10,7.208001e-10,2.4428028e-08,4.7816634e-08,2.5108226e-11,2.8284994e-09,4.5654473e-11,2.9159988e-09
E:\10\final\val\close\clozo621.jpg,0,close,0,close,1,down,7,rightdown,True,0.9996056,0.00037101295,1.2858177e-07,7.984276e-09,5.5169295e-07,6.362079e-08,1.2439799e-07,2.2174308e-05,8.946235e-08,2.5743407e-07
E:\10\final\val\close\clozo622.jpg,0,close,0,close,1,down,7,rightdown,True,0.99991393,7.087692e-05,3.6244554e-08,4.4426627e-09,1.8921459e-07,3.0827835e-08,1.09251445e-07,1.4553871e-05,1.11559984e-07,1.11094536e-07
E:\10\final\val\close\clozo624.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999747,1.38918085e-05,2.600761e-08,1.5557031e-09,1.15979155e-08,3.7080003e-08,2.7686133e-07,9.193315e-06,1.3494102e-06,4.3385637e-07
E:\10\final\val\close\clozo625.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,6.532491e-09,1.1098287e-12,4.286492e-12,6.721028e-11,1.2607441e-09,1.3174195e-11,1.5813031e-09,7.333335e-10,3.1553277e-10
E:\10\final\val\close\clozo626.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999893,8.338446e-06,3.2252208e-09,4.246027e-09,1.9426554e-07,5.5455192e-08,1.3144207e-08,2.0726204e-06,3.5654566e-08,2.370594e-08
E:\10\final\val\close\clozo627.jpg,0,close,0,close,7,rightdown,1,down,True,0.9998024,6.449381e-05,3.044902e-08,2.3993568e-08,1.6714564e-06,5.7353418e-08,4.149022e-07,0.00013046633,3.2421173e-07,4.7942883e-08
E:\10\final\val\close\clozo628.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999963,3.0104509e-06,5.8942096e-10,1.4933825e-10,8.8539664e-09,6.966865e-09,2.3826356e-09,7.0716317e-07,1.4931961e-08,1.1432692e-08
E:\10\final\val\close\clozo629.jpg,0,close,0,close,7,rightdown,1,down,True,0.999948,6.5517825e-06,9.893523e-09,3.8200867e-10,3.5628402e-09,6.7753865e-09,6.305768e-07,4.0582112e-05,4.010012e-06,1.6593098e-07
E:\10\final\val\close\clozo632.jpg,0,close,0,close,1,down,7,rightdown,True,0.9798248,0.01916266,4.6292772e-07,9.5807536e-08,0.00038304256,6.821233e-08,9.678336e-08,0.00062883017,5.7810916e-09,3.453735e-08
E:\10\final\val\close\clozo633.jpg,0,close,0,close,7,rightdown,1,down,True,0.9999609,4.236158e-06,3.0400786e-09,1.3869725e-10,1.8792718e-09,2.6189626e-09,2.7808318e-07,3.297895e-05,1.5819195e-06,4.7626816e-08
E:\10\final\val\close\clozo635.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999994,3.8533886e-07,3.5452655e-11,6.4700086e-11,6.627757e-09,6.821236e-09,2.2355498e-10,1.766028e-07,3.6337344e-09,1.5994265e-09
E:\10\final\val\close\clozo636.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999995,3.0620456e-07,1.6636465e-11,2.3028383e-11,3.3521153e-09,1.8426501e-09,1.4003572e-10,1.7251955e-07,1.6497698e-09,5.526901e-10
E:\10\final\val\close\clozo637.jpg,0,close,0,close,1,down,7,rightdown,True,0.99999857,9.306843e-07,8.057473e-11,5.591765e-11,7.353455e-09,4.8701176e-09,5.3281557e-10,5.4606596e-07,6.673888e-09,2.5838225e-09
E:\10\final\val\close\clozo65.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999969,3.020973e-06,3.2382712e-12,2.2428496e-12,7.692552e-09,3.742317e-11,3.6099075e-12,8.197325e-08,1.8070059e-12,5.950051e-12
E:\10\final\val\close\clozo66.jpg,0,close,0,close,1,down,5,lefttop,True,1.0,4.6169546e-08,1.2432646e-12,3.1401843e-11,1.3486652e-09,3.5213001e-09,8.3632813e-13,1.8218148e-10,4.0016506e-12,4.8518085e-11
E:\10\final\val\close\clozo68.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999989,1.04631e-06,1.1817987e-10,4.915144e-10,1.4499058e-08,2.911918e-08,5.933226e-11,7.301648e-09,1.522806e-10,2.0674353e-09
E:\10\final\val\close\clozo7.jpg,0,close,0,close,5,lefttop,1,down,True,0.99999976,3.1523044e-08,6.095634e-12,1.0652936e-09,8.925875e-09,2.1549015e-07,3.1653421e-12,1.4424499e-10,3.1361913e-11,5.588981e-10
E:\10\final\val\close\clozo70.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999999,9.373531e-08,1.253291e-11,3.8865045e-10,5.489285e-09,5.3018518e-08,4.8465984e-12,3.045634e-10,2.7111105e-11,6.9121286e-10
E:\10\final\val\close\clozo72.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999999,8.0122405e-08,7.677842e-13,2.6334271e-12,3.0264202e-10,9.3917166e-11,1.9376495e-12,1.5809621e-09,3.6068076e-12,1.0069477e-11
E:\10\final\val\close\clozo73.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999994,5.935924e-07,5.18531e-11,5.1096666e-10,1.902761e-08,3.8756987e-08,1.1223991e-11,1.5763275e-09,3.1912518e-11,1.0822466e-09
E:\10\final\val\close\clozo75.jpg,0,close,0,close,1,down,4,leftdown,True,1.0,3.7842813e-08,4.5124093e-13,1.4710087e-11,9.819209e-10,9.078305e-10,4.982327e-13,2.1127014e-10,1.2979272e-12,9.662726e-12
E:\10\final\val\close\clozo77.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999987,1.3430797e-06,4.4397875e-12,5.9774304e-12,5.297587e-09,2.2929758e-10,2.043369e-12,9.55584e-09,2.012142e-12,2.166523e-11
E:\10\final\val\close\clozo79.jpg,0,close,0,close,1,down,7,rightdown,True,0.99999857,7.662802e-07,3.7791185e-12,4.5202676e-13,2.484756e-10,3.8685184e-11,6.30504e-11,6.415713e-07,3.2644812e-10,5.7954717e-11
E:\10\final\val\close\clozo8.jpg,0,close,0,close,5,lefttop,4,leftdown,True,0.9999995,6.962703e-09,7.826614e-13,1.2662719e-09,1.5268482e-08,4.1208966e-07,1.7210933e-13,1.0928496e-11,2.1656188e-12,1.14220376e-10
E:\10\final\val\close\clozo80.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999964,3.220426e-07,2.4157717e-11,1.2300096e-10,3.9224006e-09,7.716895e-09,3.390339e-11,6.087358e-09,1.13119875e-10,5.430992e-10
E:\10\final\val\close\clozo81.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,4.892566e-08,1.8919447e-12,2.6762806e-12,7.175666e-11,3.5961437e-10,7.2824516e-12,1.8033129e-09,4.789123e-11,1.0450734e-10
E:\10\final\val\close\clozo82.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999976,1.834786e-07,3.0113204e-11,1.7618472e-10,2.6151956e-09,1.3031835e-08,8.042635e-11,7.452103e-09,4.5370196e-10,1.1185582e-09
E:\10\final\val\close\clozo83.jpg,0,close,0,close,1,down,5,lefttop,True,0.9999999,9.766936e-08,6.5037246e-12,3.977661e-10,1.0456685e-08,2.0917092e-08,3.5704347e-12,3.7053394e-10,9.8621805e-12,1.5159306e-10
E:\10\final\val\close\clozo84.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999976,1.5854266e-07,1.2451017e-11,3.3182024e-10,6.0898553e-09,1.9552356e-08,3.0989128e-12,2.0770961e-10,6.805283e-12,2.7177957e-10
E:\10\final\val\close\clozo85.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,5.0948337e-08,4.0532946e-12,1.110147e-11,1.8458829e-10,9.474956e-10,4.574033e-11,7.358461e-09,3.6705214e-10,2.0883027e-10
E:\10\final\val\close\clozo89.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999999,9.2350575e-08,4.182231e-12,9.624265e-12,3.6844158e-10,5.7751126e-10,4.296218e-11,1.5517571e-08,2.1696403e-10,1.2012555e-10
E:\10\final\val\close\clozo9.jpg,0,close,0,close,5,lefttop,4,leftdown,True,1.0,9.330979e-10,1.9802295e-14,5.4635525e-11,1.8095044e-09,5.2281337e-08,1.4955078e-15,2.9120082e-13,2.6246793e-14,6.035246e-12
E:\10\final\val\close\clozo90.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999994,5.254856e-07,1.4325261e-11,1.5090948e-11,1.4794703e-09,5.474213e-10,1.0606802e-10,8.8858556e-08,2.807679e-10,1.7389075e-10
E:\10\final\val\close\clozo91.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,1.7356001e-08,1.4685492e-12,9.5432325e-12,1.1913097e-10,8.5460433e-10,1.4857901e-11,1.4372e-09,1.3900114e-10,9.621994e-11
E:\10\final\val\close\clozo92.jpg,0,close,0,close,1,down,7,rightdown,True,0.9999999,1.436734e-07,1.04210295e-11,5.7324954e-11,1.5490297e-09,4.425503e-09,2.8092325e-11,5.051876e-09,1.3307089e-10,3.3475658e-10
E:\10\final\val\close\clozo93.jpg,0,close,0,close,1,down,7,rightdown,True,1.0,2.7193545e-08,5.6900743e-12,8.068892e-12,4.7928512e-11,9.552111e-10,1.8248683e-10,1.2271431e-08,3.2395713e-09,6.255413e-10
E:\10\final\val\close\clozo95.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999666,1.952945e-06,2.2784277e-10,1.0126354e-08,4.2502361e-07,8.5313536e-07,5.9840466e-12,5.503196e-10,1.0986421e-11,3.6319159e-09
E:\10\final\val\close\clozo96.jpg,0,close,0,close,1,down,4,leftdown,True,0.99999917,8.0716296e-07,2.2304502e-11,3.5705178e-10,4.552486e-08,8.495658e-09,1.2405567e-11,6.1966525e-09,1.7489081e-11,1.6846867e-10
E:\10\final\val\close\clozo97.jpg,0,close,0,close,1,down,5,lefttop,True,0.99999976,1.9996254e-07,1.6980585e-11,1.3811367e-10,3.5251027e-09,9.3007575e-09,2.2273567e-11,3.0670877e-09,8.3226946e-11,4.515377e-10
E:\10\final\val\down\32oy1.jpg,1,down,2,forward,1,down,6,right,True,5.0699983e-10,0.0506298,0.9485825,6.0723974e-05,1.0790354e-05,5.1720667e-10,0.0007126785,1.2520607e-06,6.3989164e-10,2.4128944e-06
